,tenure,Partner,Dependents,gender,PhoneService,PaperlessBilling,MonthlyCharges,TotalCharges,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
1408,71,1,0,0,1,1,104.1,7412.25,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,No
1409,43,1,1,0,1,1,92.55,4039.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,No
1410,2,0,0,0,1,1,93.85,170.85,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
1411,29,0,0,1,1,1,101.45,2948.6,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,No
1412,15,1,0,0,1,1,84.3,1308.4,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Yes
1413,65,1,1,1,1,0,94.55,6078.75,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,No
1414,35,0,0,1,1,0,95.5,3418.2,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,No
1415,64,0,0,1,1,1,100.3,6603.8,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,No
1416,58,1,1,0,0,1,55.5,3166.9,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,No
1417,18,0,0,0,1,1,49.85,865.75,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No
1418,67,1,1,1,1,1,89.55,6373.1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,No
1419,63,1,1,1,1,1,19.15,1177.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
1420,60,1,0,0,1,1,99.8,5985.75,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,No
1421,9,0,0,1,1,1,84.4,732.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,Yes
1422,70,1,1,0,1,1,113.05,7869.05,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
1423,15,1,0,1,1,1,101.1,1504.05,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
1424,48,0,1,0,1,0,19.95,936.7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
1425,12,1,0,1,1,1,74.15,741.4,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,No
1426,71,1,0,1,1,1,92.0,6585.2,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,No
1427,44,0,0,1,1,0,73.85,3122.4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,No
1428,1,0,0,1,1,1,50.45,50.45,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
1429,45,1,1,1,1,0,24.45,1088.25,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
1430,23,0,0,0,1,0,24.8,615.35,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
1431,43,1,0,0,1,1,64.85,2908.2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,No
1432,35,0,0,1,1,0,20.75,739.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,No
1433,9,1,0,1,1,1,68.95,593.85,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,No
1434,12,0,0,1,1,1,99.95,1132.75,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,Yes
1435,65,1,0,0,1,1,109.4,7227.45,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,No
1436,2,0,0,0,1,1,91.4,193.6,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Yes
1437,27,0,0,1,1,0,49.0,1291.35,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
1438,40,0,0,0,1,1,50.25,2023.55,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,No
1439,5,0,0,0,1,1,75.55,349.65,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,Yes
1440,8,1,1,1,1,0,19.9,153.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,No
1441,58,1,0,0,1,1,97.8,5458.8,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,No
1442,52,1,1,0,1,0,100.3,5244.45,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,No
1443,3,1,0,1,1,1,55.8,154.55,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,No
1444,41,0,1,1,1,1,111.15,4507.15,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,No
1445,20,0,0,1,1,1,98.55,2031.95,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,No
1446,1,0,1,1,1,1,50.05,50.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
1447,4,0,1,1,1,0,80.8,332.45,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,Yes
1448,23,0,0,1,1,0,20.85,473.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,No
1449,6,0,0,0,1,0,19.5,106.8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,No
1450,8,1,1,1,1,1,19.35,152.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1451,18,0,0,1,1,0,69.5,1199.4,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,No
1452,52,0,0,1,0,1,48.8,2555.05,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,No
1453,31,0,0,1,1,1,94.5,2979.2,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,No
1454,29,1,1,1,1,1,20.65,654.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1455,36,1,0,0,1,1,106.05,3834.4,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,No
1456,16,1,0,0,1,1,100.0,1534.75,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
1457,42,1,0,1,1,1,108.3,4586.15,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,1,0,No
1458,1,0,0,1,1,0,20.55,20.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,Yes
1459,60,0,0,0,1,1,99.65,5941.05,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,No
1460,5,0,0,1,1,1,85.3,424.15,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes
1461,22,1,0,1,1,0,95.9,2234.95,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,No
1462,36,1,0,1,1,0,20.0,666.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
1463,4,0,0,0,1,0,70.4,281.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
1464,9,0,0,1,1,0,64.95,547.8,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,No
1465,1,1,1,1,1,0,74.6,74.6,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,No
1466,12,1,1,1,1,1,49.2,571.15,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
1467,23,0,0,0,1,1,73.75,1756.6,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,1,No
1468,62,0,0,1,1,1,92.3,5731.45,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,No
1469,37,0,0,1,1,0,98.8,3475.55,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,Yes
1470,8,0,0,0,1,0,19.2,156.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1471,31,1,0,1,1,0,88.65,2683.2,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,No
1472,13,1,1,1,1,1,74.4,896.75,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Yes
1473,24,0,0,0,1,1,98.75,2407.3,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
1474,45,1,1,1,1,1,95.95,4456.65,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,No
1475,69,1,0,0,1,0,105.4,6998.95,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,No
1476,2,0,0,1,1,0,20.25,36.8,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1477,61,1,1,1,1,1,106.0,6547.7,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,Yes
1478,41,0,0,1,1,1,104.7,4346.4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
1479,44,0,0,0,0,1,49.05,2265.0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,No
1480,39,0,0,1,0,0,35.55,1309.15,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,No
1481,72,1,1,1,0,1,65.1,4754.3,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,No
1482,13,0,0,0,1,1,96.85,1235.55,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,No
1483,51,1,1,0,1,1,69.75,3562.5,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,No
1484,71,1,0,0,1,1,99.2,7213.75,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,No
1485,22,0,0,1,1,1,96.7,2082.95,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
1486,2,0,0,0,1,1,55.05,102.75,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,Yes
1487,56,0,0,0,1,1,106.8,5914.4,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,No
1488,1,0,0,1,1,0,51.25,51.25,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
1489,23,1,1,0,1,1,57.75,1282.85,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,No
1490,66,1,0,0,1,1,70.85,4738.85,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,No
1491,1,0,0,0,1,0,19.55,19.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1492,19,0,0,1,1,1,88.2,1775.8,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,Yes
1493,11,0,0,1,1,1,79.5,795.65,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,No
1494,8,1,1,0,1,1,19.75,145.0,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,Yes
1495,52,1,1,0,1,0,98.15,4993.4,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,No
1496,3,0,0,1,1,1,20.25,61.45,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,No
1497,51,1,1,0,1,1,79.15,4018.55,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,No
1498,15,0,0,1,1,0,75.65,1146.65,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
1499,64,1,0,1,1,1,94.25,6081.4,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,No
1500,37,0,0,0,0,1,40.2,1478.85,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,No
1501,13,0,0,1,1,0,19.95,243.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
1502,49,1,0,1,1,1,55.35,2633.95,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,No
1503,45,0,0,0,1,1,102.15,4735.35,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,No
1504,18,0,0,0,1,1,71.1,1247.75,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
1505,1,0,0,1,1,1,74.7,74.7,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
1506,68,1,0,1,0,1,54.1,3794.5,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,No
1507,54,0,0,1,1,0,19.65,1008.7,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
1508,23,1,1,0,1,1,88.45,2130.55,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,No
1509,17,0,0,1,1,1,76.65,1313.55,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes
1510,71,1,0,1,1,0,80.4,5727.15,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,No
1511,67,1,1,0,1,1,19.25,1372.9,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
1512,14,1,1,0,1,1,84.8,1203.9,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,No
1513,1,0,0,0,0,1,25.8,25.8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
1514,63,0,1,0,1,0,19.5,1215.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
1515,41,0,0,0,1,1,68.6,2877.05,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,No
1516,17,1,0,0,1,0,92.6,1579.7,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,No
1517,56,1,0,1,1,1,100.55,5514.95,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,No
1518,5,0,0,0,1,0,20.55,96.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,No
1519,2,0,0,0,0,1,42.6,72.4,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
1520,3,1,0,0,1,1,19.6,55.25,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1521,37,0,0,1,1,0,67.45,2443.3,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,No
1522,29,0,0,0,1,1,68.85,1970.5,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,Yes
1523,8,0,0,1,1,0,43.55,335.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,No
1524,63,0,0,0,1,1,109.85,7002.95,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,No
1525,7,1,1,0,1,0,20.65,158.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1526,3,0,0,0,1,0,95.4,293.15,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,No
1527,72,1,1,1,1,0,21.0,1493.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
1528,19,0,0,0,1,1,56.2,1093.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,No
1529,59,1,0,0,1,0,18.4,1057.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
1530,2,1,1,1,1,0,90.0,190.05,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,Yes
1531,35,1,1,0,1,1,25.75,882.55,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,No
1532,14,0,0,1,1,0,19.6,300.4,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,No
1533,14,0,0,0,1,0,75.35,1025.95,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,Yes
1534,69,1,1,0,1,0,19.8,1436.95,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
1535,7,1,0,1,1,0,64.2,475.0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,No
1536,69,1,1,1,1,1,75.75,5388.15,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,No
1537,72,1,1,0,1,1,78.95,5730.15,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,No
1538,8,0,0,1,1,0,100.85,819.55,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
1539,4,1,1,0,1,0,50.3,217.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
1540,63,1,1,1,1,1,80.3,4896.35,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,No
1541,72,0,0,1,1,0,19.85,1434.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
1542,46,0,0,0,1,1,21.1,937.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,No
1543,5,1,0,0,1,0,69.95,330.15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
1544,30,1,0,1,1,1,50.0,1474.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,No
1545,63,0,0,1,1,1,104.75,6536.5,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,No
1546,60,0,0,0,1,0,19.85,1128.1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
1547,63,1,0,0,1,1,107.5,6873.75,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,Yes
1548,25,1,1,1,1,0,85.9,2199.05,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,No
1549,1,0,0,1,1,1,45.85,45.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Yes
1550,6,1,0,1,1,1,80.8,457.1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,No
1551,22,0,0,1,1,0,25.25,566.5,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,No
1552,31,1,1,0,1,0,80.55,2471.6,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0,No
1553,39,1,1,0,1,1,81.5,3107.3,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,No
1554,26,0,0,1,1,0,20.9,518.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1555,53,1,0,0,1,1,106.1,5769.75,0,0,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0,0,0,Yes
1556,1,0,0,0,1,0,91.7,91.7,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,Yes
1557,12,0,0,1,1,1,67.25,832.3,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,No
1558,16,0,0,0,1,1,95.6,1555.65,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,Yes
1559,2,0,0,0,1,0,20.35,45.3,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1560,39,0,1,1,0,0,45.05,1790.6,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,No
1561,1,0,0,1,1,1,74.95,74.95,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
1562,7,1,1,0,0,0,34.65,246.6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,No
1563,4,0,0,1,1,0,69.35,261.65,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
1564,10,0,0,1,1,1,95.35,898.35,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
1565,55,0,0,0,1,1,81.55,4509.5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,No
1566,72,1,1,1,1,1,75.4,5480.25,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,No
1567,10,1,0,0,1,1,67.8,653.15,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,No
1568,11,0,0,1,1,1,111.4,1183.05,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,No
1569,15,1,1,0,1,0,46.3,639.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
1570,23,1,1,0,1,0,20.4,478.75,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
1571,1,0,1,1,1,0,20.05,20.05,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1572,3,0,0,0,1,0,45.0,127.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
1573,47,1,1,1,1,1,96.1,4391.45,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,No
1574,15,0,1,0,1,0,19.65,270.6,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
1575,66,0,0,1,1,0,99.5,6710.5,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,Yes
1576,68,1,0,0,1,1,60.65,3975.9,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,No
1577,17,1,1,0,1,0,98.6,1704.95,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0,Yes
1578,7,0,0,0,1,1,59.5,415.95,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,Yes
1579,12,1,0,1,1,1,80.45,950.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,Yes
1580,21,1,0,0,1,0,71.7,1497.05,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,No
1581,21,0,0,1,0,1,36.0,780.15,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,No
1582,56,1,1,0,1,0,65.2,3512.15,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,No
1583,6,1,1,0,1,1,48.95,273.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No
1584,65,0,0,0,0,1,53.5,3517.9,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,No
1585,42,1,0,1,1,0,80.45,3375.9,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,0,0,No
1586,68,1,1,0,1,1,109.05,7508.55,0,1,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,0,No
1587,48,1,1,1,1,0,26.3,1245.05,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
1588,50,0,0,0,1,1,106.8,5347.95,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,1,0,No
1589,7,0,0,0,1,1,64.95,493.65,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,No
1590,63,1,1,0,1,0,19.35,1263.85,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,No
1591,17,0,0,1,1,0,21.1,385.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,No
1592,42,1,1,0,1,1,77.95,3384.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,Yes
1593,4,1,1,1,1,0,18.85,84.2,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,No
1594,62,0,1,0,1,0,26.0,1638.7,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
1595,2,0,0,1,1,1,74.7,165.4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Yes
1596,2,1,0,0,1,1,70.35,120.25,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,No
1597,48,1,0,1,1,1,96.9,4473.45,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,No
1598,27,1,0,1,1,0,19.55,520.55,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,No
1599,70,1,1,0,1,1,80.4,5717.85,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,No
1600,1,0,0,1,1,1,88.8,88.8,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,Yes
1601,46,1,0,1,1,1,94.65,4312.5,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,No
1602,30,0,0,1,1,1,90.25,2755.35,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,Yes
1603,15,0,0,0,1,1,64.65,994.55,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Yes
1604,69,1,1,1,1,0,95.75,6511.25,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,No
1605,65,0,0,1,1,1,19.55,1218.65,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,No
1606,72,1,1,1,1,1,104.1,7447.7,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,No
1607,13,1,0,1,1,1,89.05,1169.35,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,Yes
1608,17,0,0,1,1,1,20.1,279.5,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,No
